year,lok_sabha_number,state,constituency_number,constituency_name,constituency_type,_merge
2019,Seventeenth,West Bengal,42,Birbhum,General,both
2019,Seventeenth,West Bengal,41,Bholpur,Scheduled Caste,both
2019,Seventeenth,West Bengal,40,Asansol,General,both
2019,Seventeenth,West Bengal,39,Bardhaman Durgapur,General,both
2019,Seventeenth,West Bengal,38,Bardhaman Purba,Scheduled Caste,both
2019,Seventeenth,West Bengal,37,Bishnupur,Scheduled Caste,both
2019,Seventeenth,West Bengal,36,Bankura,General,both
2019,Seventeenth,West Bengal,35,Purulia,General,both
2019,Seventeenth,West Bengal,34,Midnapore,General,both
2019,Seventeenth,West Bengal,33,Jhargram,Scheduled Tribe,both
2019,Seventeenth,West Bengal,32,Ghatal,General,both
2019,Seventeenth,West Bengal,31,Kanthi,General,both
2019,Seventeenth,West Bengal,30,Tamluk,General,both
2019,Seventeenth,West Bengal,29,Arambagh,Scheduled Caste,both
2019,Seventeenth,West Bengal,28,Hooghly,General,both
2019,Seventeenth,West Bengal,27,Srerampur,General,both
2019,Seventeenth,West Bengal,26,Uluberia,General,both
2019,Seventeenth,West Bengal,25,Howrah,General,both
2019,Seventeenth,West Bengal,24,Kolkata Uttar,General,both
2019,Seventeenth,West Bengal,23,Kolkata Dakshin,General,both
2019,Seventeenth,West Bengal,22,Jadavpur,General,both
2019,Seventeenth,West Bengal,21,Daimond Harbour,General,both
2019,Seventeenth,West Bengal,20,Mathurapur,Scheduled Caste,both
2019,Seventeenth,West Bengal,19,Jaynagar,Scheduled Caste,both
2019,Seventeenth,West Bengal,18,Basirhat,General,both
2019,Seventeenth,West Bengal,17,Barasat,General,both
2019,Seventeenth,West Bengal,16,Dum Dum,General,both
2019,Seventeenth,West Bengal,15,Barrackpore,General,both
2019,Seventeenth,West Bengal,14,Bangaon,Scheduled Caste,both
2019,Seventeenth,West Bengal,13,Ranaghat,Scheduled Caste,both
2019,Seventeenth,West Bengal,12,Krishnanagar,General,both
2019,Seventeenth,West Bengal,11,Murshidabad,General,both
2019,Seventeenth,West Bengal,10,Berhampur,General,both
2019,Seventeenth,West Bengal,9,Jangipur,General,both
2019,Seventeenth,West Bengal,8,Maldaha Dakshin,General,both
2019,Seventeenth,West Bengal,7,Maldaha Uttar,General,both
2019,Seventeenth,West Bengal,6,Balurghat,General,both
2019,Seventeenth,West Bengal,5,Raiganj,General,both
2019,Seventeenth,West Bengal,4,Darjeeling,General,both
2019,Seventeenth,West Bengal,3,Jalpaiguri,Scheduled Caste,both
2019,Seventeenth,West Bengal,2,Alipurduars,Scheduled Tribe,both
2019,Seventeenth,West Bengal,1,Cooch Behar,Scheduled Caste,both
2019,Seventeenth,Uttarakhand,5,Hardwar,General,both
2019,Seventeenth,Uttarakhand,4,Nainital-Udhamsingh Nagar,General,both
2019,Seventeenth,Uttarakhand,3,Almora,Scheduled Caste,both
2019,Seventeenth,Uttarakhand,2,Garhwal,General,both
2019,Seventeenth,Uttarakhand,1,Tehri Garhwal,General,both
2019,Seventeenth,Uttar Pradesh,80,Robertganj,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,79,Mirzapur,General,both
2019,Seventeenth,Uttar Pradesh,78,Bhadohi,General,both
2019,Seventeenth,Uttar Pradesh,77,Varanasi,General,both
2019,Seventeenth,Uttar Pradesh,76,Chandauli,General,both
2019,Seventeenth,Uttar Pradesh,75,Ghazipur,General,both
2019,Seventeenth,Uttar Pradesh,74,Machhalishahr,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,73,Jaunpur,General,both
2019,Seventeenth,Uttar Pradesh,72,Balia,General,both
2019,Seventeenth,Uttar Pradesh,71,Salempur,General,both
2019,Seventeenth,Uttar Pradesh,70,Ghosi,General,both
2019,Seventeenth,Uttar Pradesh,69,Azamgarh,General,both
2019,Seventeenth,Uttar Pradesh,68,Lalganj,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,67,Bansgaon,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,66,Deoria,General,both
2019,Seventeenth,Uttar Pradesh,65,Kushi Nagar,General,both
2019,Seventeenth,Uttar Pradesh,64,Gorakhpur,General,both
2019,Seventeenth,Uttar Pradesh,63,Maharajganj,General,both
2019,Seventeenth,Uttar Pradesh,62,Sant Kabir Nagar,General,both
2019,Seventeenth,Uttar Pradesh,61,Basti,General,both
2019,Seventeenth,Uttar Pradesh,60,Domariaganj,General,both
2019,Seventeenth,Uttar Pradesh,59,Gonda,General,both
2019,Seventeenth,Uttar Pradesh,58,Shrawasti,General,both
2019,Seventeenth,Uttar Pradesh,57,Kaisarganj,General,both
2019,Seventeenth,Uttar Pradesh,56,Bahraich,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,55,Ambedkar Nagar,General,both
2019,Seventeenth,Uttar Pradesh,54,Faizabad,General,both
2019,Seventeenth,Uttar Pradesh,53,Bara Banki,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,52,Allahabad,General,both
2019,Seventeenth,Uttar Pradesh,51,Phulpur,General,both
2019,Seventeenth,Uttar Pradesh,50,Kaushambi,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,49,Fatehpur,General,both
2019,Seventeenth,Uttar Pradesh,48,Banda,General,both
2019,Seventeenth,Uttar Pradesh,47,Hamirpur,General,both
2019,Seventeenth,Uttar Pradesh,46,Jhansi,General,both
2019,Seventeenth,Uttar Pradesh,45,Jalaun,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,44,Akbarpur,General,both
2019,Seventeenth,Uttar Pradesh,43,Kanpur,General,both
2019,Seventeenth,Uttar Pradesh,42,Kannauj,General,both
2019,Seventeenth,Uttar Pradesh,41,Etawah,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,40,Farrukhabad,General,both
2019,Seventeenth,Uttar Pradesh,39,Pratapgarh,General,both
2019,Seventeenth,Uttar Pradesh,38,Sultanpur,General,both
2019,Seventeenth,Uttar Pradesh,37,Amethi,General,both
2019,Seventeenth,Uttar Pradesh,36,Rae Bareli,General,both
2019,Seventeenth,Uttar Pradesh,35,Lucknow,General,both
2019,Seventeenth,Uttar Pradesh,34,Mohanlalganj,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,33,Unnao,General,both
2019,Seventeenth,Uttar Pradesh,32,Mishrikh,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,31,Hardoi,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,30,Sitapur,General,both
2019,Seventeenth,Uttar Pradesh,29,Dhaurahra,General,both
2019,Seventeenth,Uttar Pradesh,28,Kheri,General,both
2019,Seventeenth,Uttar Pradesh,27,Shahjahanpur,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,26,Pilibhit,General,both
2019,Seventeenth,Uttar Pradesh,25,Bareilly,General,both
2019,Seventeenth,Uttar Pradesh,24,Aonla,General,both
2019,Seventeenth,Uttar Pradesh,23,Badaun,General,both
2019,Seventeenth,Uttar Pradesh,22,Etah,General,both
2019,Seventeenth,Uttar Pradesh,21,Mainpuri,General,both
2019,Seventeenth,Uttar Pradesh,20,Firozabad,General,both
2019,Seventeenth,Uttar Pradesh,19,Fatehpur Sikri,General,both
2019,Seventeenth,Uttar Pradesh,18,Agra,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,17,Mathura,General,both
2019,Seventeenth,Uttar Pradesh,16,Hathras,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,15,Aligarh,General,both
2019,Seventeenth,Uttar Pradesh,14,Bulandsahar,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,13,Gautam Buddh Nagar,General,both
2019,Seventeenth,Uttar Pradesh,12,Ghaziabad,General,both
2019,Seventeenth,Uttar Pradesh,11,Baghpat,General,both
2019,Seventeenth,Uttar Pradesh,10,Meerut,General,both
2019,Seventeenth,Uttar Pradesh,9,Amroha,General,both
2019,Seventeenth,Uttar Pradesh,8,Sambhal,General,both
2019,Seventeenth,Uttar Pradesh,7,Rampur,General,both
2019,Seventeenth,Uttar Pradesh,6,Moradabad,General,both
2019,Seventeenth,Uttar Pradesh,5,Nagina,Scheduled Caste,both
2019,Seventeenth,Uttar Pradesh,4,Bijnor,General,both
2019,Seventeenth,Uttar Pradesh,3,Muzaffarnagar,General,both
2019,Seventeenth,Uttar Pradesh,2,Kairana,General,both
2019,Seventeenth,Uttar Pradesh,1,Saharanpur,General,both
2019,Seventeenth,Tripura,2,Tripura East,Scheduled Tribe,both
2019,Seventeenth,Tripura,1,Tripura West,General,both
2019,Seventeenth,Telangana,17,Khammam,General,both
2019,Seventeenth,Telangana,16,Mahabubabad,Scheduled Tribe,both
2019,Seventeenth,Telangana,15,Warangal,Scheduled Caste,both
2019,Seventeenth,Telangana,14,Bhongir,General,both
2019,Seventeenth,Telangana,13,Nalgonda,General,both
2019,Seventeenth,Telangana,12,Nagarkurnool,Scheduled Caste,both
2019,Seventeenth,Telangana,11,Mahabubnagar,General,both
2019,Seventeenth,Telangana,10,Chevella,General,both
2019,Seventeenth,Telangana,9,Hyderabad,General,both
2019,Seventeenth,Telangana,8,Secundrabad,General,both
2019,Seventeenth,Telangana,7,Malkajgiri,General,both
2019,Seventeenth,Telangana,6,Medak,General,both
2019,Seventeenth,Telangana,5,Zahirabad,General,both
2019,Seventeenth,Telangana,4,Nizamabad,General,both
2019,Seventeenth,Telangana,3,Karimnagar,General,both
2019,Seventeenth,Telangana,2,Peddapalli,Scheduled Caste,both
2019,Seventeenth,Telangana,1,Adilabad,Scheduled Tribe,both
2019,Seventeenth,Tamil Nadu,39,Kanniyakumari,General,both
2019,Seventeenth,Tamil Nadu,38,Tirunelveli,General,both
2019,Seventeenth,Tamil Nadu,37,Tenkasi,Scheduled Caste,both
2019,Seventeenth,Tamil Nadu,36,Thoothukkudi,General,both
2019,Seventeenth,Tamil Nadu,35,Ramanathapuram,General,both
2019,Seventeenth,Tamil Nadu,34,Virudhunagar,General,both
2019,Seventeenth,Tamil Nadu,33,Theni,General,both
2019,Seventeenth,Tamil Nadu,32,Madurai,General,both
2019,Seventeenth,Tamil Nadu,31,Sivaganga,General,both
2019,Seventeenth,Tamil Nadu,30,Thanjavur,General,both
2019,Seventeenth,Tamil Nadu,29,Nagapattinam,Scheduled Caste,both
2019,Seventeenth,Tamil Nadu,28,Mayiladuthurai,General,both
2019,Seventeenth,Tamil Nadu,27,Chidambaram,Scheduled Caste,both
2019,Seventeenth,Tamil Nadu,26,Cuddalore,General,both
2019,Seventeenth,Tamil Nadu,25,Perambalur,General,both
2019,Seventeenth,Tamil Nadu,24,Tiruchirappalli,General,both
2019,Seventeenth,Tamil Nadu,23,Karur,General,both
2019,Seventeenth,Tamil Nadu,22,Dindigul,General,both
2019,Seventeenth,Tamil Nadu,21,Pollachi,General,both
2019,Seventeenth,Tamil Nadu,20,Coimbatore,General,both
2019,Seventeenth,Tamil Nadu,19,Nilgiris,Scheduled Caste,both
2019,Seventeenth,Tamil Nadu,18,Tiruppur,General,both
2019,Seventeenth,Tamil Nadu,17,Erode,General,both
2019,Seventeenth,Tamil Nadu,16,Namakkal,General,both
2019,Seventeenth,Tamil Nadu,15,Salem,General,both
2019,Seventeenth,Tamil Nadu,14,Kallakurichi,General,both
2019,Seventeenth,Tamil Nadu,13,Viluppuram,Scheduled Caste,both
2019,Seventeenth,Tamil Nadu,12,Arani,General,both
2019,Seventeenth,Tamil Nadu,11,Tiruvannamalai,General,both
2019,Seventeenth,Tamil Nadu,10,Dharamapuri,General,both
2019,Seventeenth,Tamil Nadu,9,Krishnagiri,General,both
2019,Seventeenth,Tamil Nadu,8,Vellore,General,both
2019,Seventeenth,Tamil Nadu,7,Arakkonam,General,both
2019,Seventeenth,Tamil Nadu,6,Kancheepuram,Scheduled Caste,both
2019,Seventeenth,Tamil Nadu,5,Sriperumbudur,General,both
2019,Seventeenth,Tamil Nadu,4,Chennai Central,General,both
2019,Seventeenth,Tamil Nadu,3,Chennai South,General,both
2019,Seventeenth,Tamil Nadu,2,Chennai North,General,both
2019,Seventeenth,Tamil Nadu,1,Thiruvallur,Scheduled Caste,both
2019,Seventeenth,Sikkim,1,Sikkim,General,both
2019,Seventeenth,Rajasthan,25,Jhalawar-Baran,General,both
2019,Seventeenth,Rajasthan,24,Kota,General,both
2019,Seventeenth,Rajasthan,23,Bhilwara,General,both
2019,Seventeenth,Rajasthan,22,Rajsamand,General,both
2019,Seventeenth,Rajasthan,21,Chitorgarh,General,both
2019,Seventeenth,Rajasthan,20,Banswara,Scheduled Tribe,both
2019,Seventeenth,Rajasthan,19,Udaipur,Scheduled Tribe,both
2019,Seventeenth,Rajasthan,18,Jalore,General,both
2019,Seventeenth,Rajasthan,17,Barmer,General,both
2019,Seventeenth,Rajasthan,16,Jodhpur,General,both
2019,Seventeenth,Rajasthan,15,Pali,General,both
2019,Seventeenth,Rajasthan,14,Nagaur,General,both
2019,Seventeenth,Rajasthan,13,Ajmer,General,both
2019,Seventeenth,Rajasthan,12,Tonk-Sawai Madhopur,General,both
2019,Seventeenth,Rajasthan,11,Dausa,Scheduled Tribe,both
2019,Seventeenth,Rajasthan,10,Karauli-Dholpur,Scheduled Caste,both
2019,Seventeenth,Rajasthan,9,Bharatpur,Scheduled Caste,both
2019,Seventeenth,Rajasthan,8,Alwar,General,both
2019,Seventeenth,Rajasthan,7,Jaipur,General,both
2019,Seventeenth,Rajasthan,6,Jaipur Rural,General,both
2019,Seventeenth,Rajasthan,5,Sikar,General,both
2019,Seventeenth,Rajasthan,4,Jhunjhunu,General,both
2019,Seventeenth,Rajasthan,3,Churu,General,both
2019,Seventeenth,Rajasthan,2,Bikaner,Scheduled Caste,both
2019,Seventeenth,Rajasthan,1,Ganganagar,Scheduled Caste,both
2019,Seventeenth,Punjab,13,Patiala,General,both
2019,Seventeenth,Punjab,12,Sangrur,General,both
2019,Seventeenth,Punjab,11,Bhatinda,General,both
2019,Seventeenth,Punjab,10,Ferozepur,General,both
2019,Seventeenth,Punjab,9,Faridkot,Scheduled Caste,both
2019,Seventeenth,Punjab,8,Fatehgarh Sahib,Scheduled Caste,both
2019,Seventeenth,Punjab,7,Ludhiana,General,both
2019,Seventeenth,Punjab,6,Anandpur Sahib,General,both
2019,Seventeenth,Punjab,5,Hoshiarpur,Scheduled Caste,both
2019,Seventeenth,Punjab,4,Jalandhar,Scheduled Caste,both
2019,Seventeenth,Punjab,3,Khadoor Sahib,General,both
2019,Seventeenth,Punjab,2,Amritsar,General,both
2019,Seventeenth,Punjab,1,Gurdaspur,General,both
2019,Seventeenth,Puducherry,1,Puducherry,General,both
2019,Seventeenth,Odisha,21,Koraput,Scheduled Tribe,both
2019,Seventeenth,Odisha,20,Berhampur,General,both
2019,Seventeenth,Odisha,19,Aska,General,both
2019,Seventeenth,Odisha,18,Bhubaneswar,General,both
2019,Seventeenth,Odisha,17,Puri,General,both
2019,Seventeenth,Odisha,16,Jagatsinghpur,Scheduled Caste,both
2019,Seventeenth,Odisha,15,Kendrapara,General,both
2019,Seventeenth,Odisha,14,Cuttack,General,both
2019,Seventeenth,Odisha,13,Kandhamal,General,both
2019,Seventeenth,Odisha,12,Nabarangpur,Scheduled Tribe,both
2019,Seventeenth,Odisha,11,Kalahandi,General,both
2019,Seventeenth,Odisha,10,Bolangir,General,both
2019,Seventeenth,Odisha,9,Dhenkanal,General,both
2019,Seventeenth,Odisha,8,Jajpur,Scheduled Caste,both
2019,Seventeenth,Odisha,7,Bhadrak,Scheduled Caste,both
2019,Seventeenth,Odisha,6,Balasore,General,both
2019,Seventeenth,Odisha,5,Mayurbhanj,Scheduled Tribe,both
2019,Seventeenth,Odisha,4,Keonjhar,Scheduled Tribe,both
2019,Seventeenth,Odisha,3,Sambalpur,General,both
2019,Seventeenth,Odisha,2,Sundargarh,Scheduled Tribe,both
2019,Seventeenth,Odisha,1,Bargarh,General,both
2019,Seventeenth,Nagaland,1,Nagaland,General,both
2019,Seventeenth,Mizoram,1,Mizoram,Scheduled Tribe,both
2019,Seventeenth,Meghalaya,2,Tura,Scheduled Tribe,both
2019,Seventeenth,Meghalaya,1,Shillong,Scheduled Tribe,both
2019,Seventeenth,Manipur,2,Outer Manipur,Scheduled Tribe,both
2019,Seventeenth,Manipur,1,Inner Manipur,General,both
2019,Seventeenth,Maharashtra,48,Hatkanangale,General,both
2019,Seventeenth,Maharashtra,47,Kolhapur,General,both
2019,Seventeenth,Maharashtra,46,Ratnagiri - Sindhudurg,General,both
2019,Seventeenth,Maharashtra,45,Satara,General,both
2019,Seventeenth,Maharashtra,44,Sangli,General,both
2019,Seventeenth,Maharashtra,43,Madha,General,both
2019,Seventeenth,Maharashtra,42,Sholapur,Scheduled Caste,both
2019,Seventeenth,Maharashtra,41,Latur,Scheduled Caste,both
2019,Seventeenth,Maharashtra,40,Osmanabad,General,both
2019,Seventeenth,Maharashtra,39,Beed,General,both
2019,Seventeenth,Maharashtra,38,Shirdi,Scheduled Caste,both
2019,Seventeenth,Maharashtra,37,Ahmadnagar,General,both
2019,Seventeenth,Maharashtra,36,Shirur,General,both
2019,Seventeenth,Maharashtra,35,Baramati,General,both
2019,Seventeenth,Maharashtra,34,Pune,General,both
2019,Seventeenth,Maharashtra,33,Maval,General,both
2019,Seventeenth,Maharashtra,32,Raigad,General,both
2019,Seventeenth,Maharashtra,31,Mumbai South,General,both
2019,Seventeenth,Maharashtra,30,Mumbai South Central,General,both
2019,Seventeenth,Maharashtra,29,Mumbai North Central,General,both
2019,Seventeenth,Maharashtra,28,Mumbai North East,General,both
2019,Seventeenth,Maharashtra,27,Mumbai North West,General,both
2019,Seventeenth,Maharashtra,26,Mumbai North,General,both
2019,Seventeenth,Maharashtra,25,Thane,General,both
2019,Seventeenth,Maharashtra,24,Kalyan,General,both
2019,Seventeenth,Maharashtra,23,Bhiwandi,General,both
2019,Seventeenth,Maharashtra,22,Palghar,Scheduled Tribe,both
2019,Seventeenth,Maharashtra,21,Nashik,General,both
2019,Seventeenth,Maharashtra,20,Dindori,Scheduled Tribe,both
2019,Seventeenth,Maharashtra,19,Aurangabad,General,both
2019,Seventeenth,Maharashtra,18,Jalna,General,both
2019,Seventeenth,Maharashtra,17,Parbhani,General,both
2019,Seventeenth,Maharashtra,16,Nanded,General,both
2019,Seventeenth,Maharashtra,15,Hingoli,General,both
2019,Seventeenth,Maharashtra,14,Yavatmal-Washim,General,both
2019,Seventeenth,Maharashtra,13,Chandrapur,General,both
2019,Seventeenth,Maharashtra,12,Gadchiroli-Chimur,Scheduled Tribe,both
2019,Seventeenth,Maharashtra,11,Bhandara - Gondiya,General,both
2019,Seventeenth,Maharashtra,10,Nagpur,General,both
2019,Seventeenth,Maharashtra,9,Ramtek,Scheduled Caste,both
2019,Seventeenth,Maharashtra,8,Wardha,General,both
2019,Seventeenth,Maharashtra,7,Amravati,Scheduled Caste,both
2019,Seventeenth,Maharashtra,6,Akola,General,both
2019,Seventeenth,Maharashtra,5,Buldana,General,both
2019,Seventeenth,Maharashtra,4,Raver,General,both
2019,Seventeenth,Maharashtra,3,Jalgaon,General,both
2019,Seventeenth,Maharashtra,2,Dhule,General,both
2019,Seventeenth,Maharashtra,1,Nandurbar,Scheduled Tribe,both
2019,Seventeenth,Madhya Pradesh,29,Betul,Scheduled Tribe,both
2019,Seventeenth,Madhya Pradesh,28,Khandwa,General,both
2019,Seventeenth,Madhya Pradesh,27,Khargone,Scheduled Tribe,both
2019,Seventeenth,Madhya Pradesh,26,Indore,General,both
2019,Seventeenth,Madhya Pradesh,25,Dhar,Scheduled Tribe,both
2019,Seventeenth,Madhya Pradesh,24,Ratlam,Scheduled Tribe,both
2019,Seventeenth,Madhya Pradesh,23,Mandsaur,General,both
2019,Seventeenth,Madhya Pradesh,22,Ujjain,Scheduled Caste,both
2019,Seventeenth,Madhya Pradesh,21,Dewas,Scheduled Caste,both
2019,Seventeenth,Madhya Pradesh,20,Rajgarh,General,both
2019,Seventeenth,Madhya Pradesh,19,Bhopal,General,both
2019,Seventeenth,Madhya Pradesh,18,Vidisha,General,both
2019,Seventeenth,Madhya Pradesh,17,Hoshangabad,General,both
2019,Seventeenth,Madhya Pradesh,16,Chhindwara,General,both
2019,Seventeenth,Madhya Pradesh,15,Balaghat,General,both
2019,Seventeenth,Madhya Pradesh,14,Mandla,Scheduled Tribe,both
2019,Seventeenth,Madhya Pradesh,13,Jabalpur,General,both
2019,Seventeenth,Madhya Pradesh,12,Shahdol,Scheduled Tribe,both
2019,Seventeenth,Madhya Pradesh,11,Sidhi,General,both
2019,Seventeenth,Madhya Pradesh,10,Rewa,General,both
2019,Seventeenth,Madhya Pradesh,9,Satna,General,both
2019,Seventeenth,Madhya Pradesh,8,Khajuraho,General,both
2019,Seventeenth,Madhya Pradesh,7,Damoh,General,both
2019,Seventeenth,Madhya Pradesh,6,Tikamgarh,Scheduled Caste,both
2019,Seventeenth,Madhya Pradesh,5,Sagar,General,both
2019,Seventeenth,Madhya Pradesh,4,Guna,General,both
2019,Seventeenth,Madhya Pradesh,3,Gwalior,General,both
2019,Seventeenth,Madhya Pradesh,2,Bhind,Scheduled Caste,both
2019,Seventeenth,Madhya Pradesh,1,Morena,General,both
2019,Seventeenth,Lakshadweep,1,Lakshadweep,Scheduled Tribe,both
2019,Seventeenth,Kerala,20,Trivandrum,General,both
2019,Seventeenth,Kerala,19,Attingal,General,both
2019,Seventeenth,Kerala,18,Kollam,General,both
2019,Seventeenth,Kerala,17,Pathanamthitta,General,both
2019,Seventeenth,Kerala,16,Mavelikkara,Scheduled Caste,both
2019,Seventeenth,Kerala,15,Alappuzha,General,both
2019,Seventeenth,Kerala,14,Kottayam,General,both
2019,Seventeenth,Kerala,13,Idukki,General,both
2019,Seventeenth,Kerala,12,Ernakulam,General,both
2019,Seventeenth,Kerala,11,Chalakudy,General,both
2019,Seventeenth,Kerala,10,Thrissur,General,both
2019,Seventeenth,Kerala,9,Alathur,Scheduled Caste,both
2019,Seventeenth,Kerala,8,Palakkad,General,both
2019,Seventeenth,Kerala,7,Ponnani,General,both
2019,Seventeenth,Kerala,6,Malappuram,General,both
2019,Seventeenth,Kerala,5,Kozhikode,General,both
2019,Seventeenth,Kerala,4,Wayanad,General,both
2019,Seventeenth,Kerala,3,Vadakara,General,both
2019,Seventeenth,Kerala,2,Kannur,General,both
2019,Seventeenth,Kerala,1,Kasargod,General,both
2019,Seventeenth,Karnataka,28,Kolar,Scheduled Caste,both
2019,Seventeenth,Karnataka,27,Chikballapur,General,both
2019,Seventeenth,Karnataka,26,Bangalore South,General,both
2019,Seventeenth,Karnataka,25,Bangalore Central,General,both
2019,Seventeenth,Karnataka,24,Bangalore North,General,both
2019,Seventeenth,Karnataka,23,Bangalore Rural,General,both
2019,Seventeenth,Karnataka,22,Chamarajanagar,Scheduled Caste,both
2019,Seventeenth,Karnataka,21,Mysore,General,both
2019,Seventeenth,Karnataka,20,Mandya,General,both
2019,Seventeenth,Karnataka,19,Tumkur,General,both
2019,Seventeenth,Karnataka,18,Chitradurga,Scheduled Caste,both
2019,Seventeenth,Karnataka,17,Dakshina Kannada,General,both
2019,Seventeenth,Karnataka,16,Hassan,General,both
2019,Seventeenth,Karnataka,15,Udupi Chikmagalur,General,both
2019,Seventeenth,Karnataka,14,Shimoga,General,both
2019,Seventeenth,Karnataka,13,Davanagere,General,both
2019,Seventeenth,Karnataka,12,Uttara Kannada,General,both
2019,Seventeenth,Karnataka,11,Dharwad,General,both
2019,Seventeenth,Karnataka,10,Haveri,General,both
2019,Seventeenth,Karnataka,9,Bellary,Scheduled Tribe,both
2019,Seventeenth,Karnataka,8,Koppal,General,both
2019,Seventeenth,Karnataka,7,Bidar,General,both
2019,Seventeenth,Karnataka,6,Raichur,Scheduled Tribe,both
2019,Seventeenth,Karnataka,5,Gulbarga,Scheduled Caste,both
2019,Seventeenth,Karnataka,4,Bijapur,Scheduled Caste,both
2019,Seventeenth,Karnataka,3,Bagalkot,General,both
2019,Seventeenth,Karnataka,2,Belgaum,General,both
2019,Seventeenth,Karnataka,1,Chikkodi,General,both
2019,Seventeenth,Jharkhand,14,Hazaribagh,General,both
2019,Seventeenth,Jharkhand,13,Palamau,Scheduled Caste,both
2019,Seventeenth,Jharkhand,12,Lohardaga,Scheduled Tribe,both
2019,Seventeenth,Jharkhand,11,Khunti,Scheduled Tribe,both
2019,Seventeenth,Jharkhand,10,Singhbhum,Scheduled Tribe,both
2019,Seventeenth,Jharkhand,9,Jamshedpur,General,both
2019,Seventeenth,Jharkhand,8,Ranchi,General,both
2019,Seventeenth,Jharkhand,7,Dhanbad,General,both
2019,Seventeenth,Jharkhand,6,Giridih,General,both
2019,Seventeenth,Jharkhand,5,Kodarma,General,both
2019,Seventeenth,Jharkhand,4,Chatra,General,both
2019,Seventeenth,Jharkhand,3,Godda,General,both
2019,Seventeenth,Jharkhand,2,Dumka,Scheduled Tribe,both
2019,Seventeenth,Jharkhand,1,Rajmahal,Scheduled Tribe,both
2019,Seventeenth,Jammu and Kashmir,6,Jammu,General,both
2019,Seventeenth,Jammu and Kashmir,5,Udhampur,General,both
2019,Seventeenth,Jammu and Kashmir,4,Ladakh,General,both
2019,Seventeenth,Jammu and Kashmir,3,Anantnag,General,both
2019,Seventeenth,Jammu and Kashmir,2,Srinagar,General,both
2019,Seventeenth,Jammu and Kashmir,1,Baramulla,General,both
2019,Seventeenth,Himachal Pradesh,4,Shimla,Scheduled Caste,both
2019,Seventeenth,Himachal Pradesh,3,Hamirpur,General,both
2019,Seventeenth,Himachal Pradesh,2,Mandi,General,both
2019,Seventeenth,Himachal Pradesh,1,Kangra,General,both
2019,Seventeenth,Haryana,10,Faridabad,General,both
2019,Seventeenth,Haryana,9,Gurgaon,General,both
2019,Seventeenth,Haryana,8,Bhiwani-Mahendragarh,General,both
2019,Seventeenth,Haryana,7,Rohtak,General,both
2019,Seventeenth,Haryana,6,Sonepat,General,both
2019,Seventeenth,Haryana,5,Karnal,General,both
2019,Seventeenth,Haryana,4,Hissar,General,both
2019,Seventeenth,Haryana,3,Sirsa,Scheduled Caste,both
2019,Seventeenth,Haryana,2,Kurukshetra,General,both
2019,Seventeenth,Haryana,1,Ambala,Scheduled Caste,both
2019,Seventeenth,Gujarat,26,Valsad,Scheduled Tribe,both
2019,Seventeenth,Gujarat,25,Navsari,General,both
2019,Seventeenth,Gujarat,24,Surat,General,both
2019,Seventeenth,Gujarat,23,Bardoli,Scheduled Tribe,both
2019,Seventeenth,Gujarat,22,Bharuch,General,both
2019,Seventeenth,Gujarat,21,Chhota Udaipur,Scheduled Tribe,both
2019,Seventeenth,Gujarat,20,Vadodara,General,both
2019,Seventeenth,Gujarat,19,Dahod,Scheduled Tribe,both
2019,Seventeenth,Gujarat,18,Panchmahal,General,both
2019,Seventeenth,Gujarat,17,Kheda,General,both
2019,Seventeenth,Gujarat,16,Anand,General,both
2019,Seventeenth,Gujarat,15,Bhavnagar,General,both
2019,Seventeenth,Gujarat,14,Amreli,General,both
2019,Seventeenth,Gujarat,13,Junagadh,General,both
2019,Seventeenth,Gujarat,12,Jamnagar,General,both
2019,Seventeenth,Gujarat,11,Porbandar,General,both
2019,Seventeenth,Gujarat,10,Rajkot,General,both
2019,Seventeenth,Gujarat,9,Surendranagar,General,both
2019,Seventeenth,Gujarat,8,Ahmedabad West,Scheduled Caste,both
2019,Seventeenth,Gujarat,7,Ahmedabad East,General,both
2019,Seventeenth,Gujarat,6,Gandhinagar,General,both
2019,Seventeenth,Gujarat,5,Sabarkantha,General,both
2019,Seventeenth,Gujarat,4,Mahesana,General,both
2019,Seventeenth,Gujarat,3,Patan,General,both
2019,Seventeenth,Gujarat,2,Banaskantha,General,both
2019,Seventeenth,Gujarat,1,Kachchh,Scheduled Caste,both
