year,lok_sabha_number,state,constituency_number,constituency_name,constituency_type,_merge
1996,Eleventh,Meghalaya,2,Tura,General,both
1996,Eleventh,Meghalaya,1,Shillong,General,both
1996,Eleventh,Manipur,2,Outer Manipur,Scheduled Tribe,both
1996,Eleventh,Manipur,1,Inner Manipur,General,both
1996,Eleventh,Maharashtra,48,Kolhapur,General,both
1996,Eleventh,Maharashtra,47,Ichalkaranji,General,both
1996,Eleventh,Maharashtra,46,Sangli,General,both
1996,Eleventh,Maharashtra,45,Karad,General,both
1996,Eleventh,Maharashtra,44,Satara,General,both
1996,Eleventh,Maharashtra,43,Baramati,General,both
1996,Eleventh,Maharashtra,42,Pune,General,both
1996,Eleventh,Maharashtra,41,Khed,General,both
1996,Eleventh,Maharashtra,40,Kopargaon,General,both
1996,Eleventh,Maharashtra,39,Ahmadnagar,General,both
1996,Eleventh,Maharashtra,38,Pandharpur,Scheduled Caste,both
1996,Eleventh,Maharashtra,37,Sholapur,General,both
1996,Eleventh,Maharashtra,36,Osmanabad,Scheduled Caste,both
1996,Eleventh,Maharashtra,35,Latur,General,both
1996,Eleventh,Maharashtra,34,Beed,General,both
1996,Eleventh,Maharashtra,33,Aurangabad,General,both
1996,Eleventh,Maharashtra,32,Jalna,General,both
1996,Eleventh,Maharashtra,31,Parbhani,General,both
1996,Eleventh,Maharashtra,30,Nanded,General,both
1996,Eleventh,Maharashtra,29,Hingoli,General,both
1996,Eleventh,Maharashtra,28,Yavatmal,General,both
1996,Eleventh,Maharashtra,27,Wardha,General,both
1996,Eleventh,Maharashtra,26,Chandrapur,General,both
1996,Eleventh,Maharashtra,25,Chimur,General,both
1996,Eleventh,Maharashtra,24,Bhandara,General,both
1996,Eleventh,Maharashtra,23,Nagpur,General,both
1996,Eleventh,Maharashtra,22,Ramtek,General,both
1996,Eleventh,Maharashtra,21,Amravati,General,both
1996,Eleventh,Maharashtra,20,Washim,General,both
1996,Eleventh,Maharashtra,19,Akola,General,both
1996,Eleventh,Maharashtra,18,Buldana,Scheduled Caste,both
1996,Eleventh,Maharashtra,17,Jalgaon,General,both
1996,Eleventh,Maharashtra,16,Erandol,General,both
1996,Eleventh,Maharashtra,15,Nandurbar,Scheduled Tribe,both
1996,Eleventh,Maharashtra,14,Dhule,Scheduled Tribe,both
1996,Eleventh,Maharashtra,13,Malegaon,Scheduled Tribe,both
1996,Eleventh,Maharashtra,12,Nashik,General,both
1996,Eleventh,Maharashtra,11,Dahanu,Scheduled Tribe,both
1996,Eleventh,Maharashtra,10,Thane,General,both
1996,Eleventh,Maharashtra,9,Mumbai North,General,both
1996,Eleventh,Maharashtra,8,Mumbai North West,General,both
1996,Eleventh,Maharashtra,7,Mumbai North East,General,both
1996,Eleventh,Maharashtra,6,Mumbai North Central,General,both
1996,Eleventh,Maharashtra,5,Mumbai South Central,General,both
1996,Eleventh,Maharashtra,4,Mumbai South,General,both
1996,Eleventh,Maharashtra,3,Kolaba,General,both
1996,Eleventh,Maharashtra,2,Ratnagiri,General,both
1996,Eleventh,Maharashtra,1,Rajapur,General,both
1996,Eleventh,Madhya Pradesh,40,Mandsaur,General,both
1996,Eleventh,Madhya Pradesh,39,Jhabua,Scheduled Tribe,both
1996,Eleventh,Madhya Pradesh,38,Ujjain,Scheduled Caste,both
1996,Eleventh,Madhya Pradesh,37,Indore,General,both
1996,Eleventh,Madhya Pradesh,36,Dhar,Scheduled Tribe,both
1996,Eleventh,Madhya Pradesh,35,Khargone,General,both
1996,Eleventh,Madhya Pradesh,34,Khandwa,General,both
1996,Eleventh,Madhya Pradesh,33,Shahjapur,Scheduled Caste,both
1996,Eleventh,Madhya Pradesh,32,Rajgarh,General,both
1996,Eleventh,Madhya Pradesh,31,Vidisha,General,both
1996,Eleventh,Madhya Pradesh,30,Bhopal,General,both
1996,Eleventh,Madhya Pradesh,29,Hoshangabad,General,both
1996,Eleventh,Madhya Pradesh,28,Betul,General,both
1996,Eleventh,Madhya Pradesh,27,Chhindwara,General,both
1996,Eleventh,Madhya Pradesh,26,Seoni,General,both
1996,Eleventh,Madhya Pradesh,25,Jabalpur,General,both
1996,Eleventh,Madhya Pradesh,24,Mandla,Scheduled Tribe,both
1996,Eleventh,Madhya Pradesh,23,Balaghat,General,both
1996,Eleventh,Madhya Pradesh,22,Rajnandgaon,General,both
1996,Eleventh,Madhya Pradesh,21,Durg,General,both
1996,Eleventh,Madhya Pradesh,20,Bastar,Scheduled Tribe,both
1996,Eleventh,Madhya Pradesh,19,Kanker,Scheduled Tribe,both
1996,Eleventh,Madhya Pradesh,18,Mahasamund,General,both
1996,Eleventh,Madhya Pradesh,17,Raipur,General,both
1996,Eleventh,Madhya Pradesh,16,Sarangarh,Scheduled Caste,both
1996,Eleventh,Madhya Pradesh,15,Bilaspur,Scheduled Caste,both
1996,Eleventh,Madhya Pradesh,14,Janjgir,General,both
1996,Eleventh,Madhya Pradesh,13,Raigarh,Scheduled Tribe,both
1996,Eleventh,Madhya Pradesh,12,Surguja,Scheduled Tribe,both
1996,Eleventh,Madhya Pradesh,11,Shahdol,Scheduled Tribe,both
1996,Eleventh,Madhya Pradesh,10,Sidhi,Scheduled Tribe,both
1996,Eleventh,Madhya Pradesh,9,Rewa,General,both
1996,Eleventh,Madhya Pradesh,8,Satna,General,both
1996,Eleventh,Madhya Pradesh,7,Damoh,General,both
1996,Eleventh,Madhya Pradesh,6,Khajuraho,General,both
1996,Eleventh,Madhya Pradesh,5,Sagar,Scheduled Caste,both
1996,Eleventh,Madhya Pradesh,4,Guna,General,both
1996,Eleventh,Madhya Pradesh,3,Gwalior,General,both
1996,Eleventh,Madhya Pradesh,2,Bhind,General,both
1996,Eleventh,Madhya Pradesh,1,Morena,Scheduled Caste,both
1996,Eleventh,Lakshadweep,1,Lakshadweep,Scheduled Tribe,both
1996,Eleventh,Kerala,20,Trivandrum,General,both
1996,Eleventh,Kerala,19,Chirayinkil,General,both
1996,Eleventh,Kerala,18,Quilon,General,both
1996,Eleventh,Kerala,17,Adoor,Scheduled Caste,both
1996,Eleventh,Kerala,16,Mavelikkara,General,both
1996,Eleventh,Kerala,15,Alappuzha,General,both
1996,Eleventh,Kerala,14,Idukki,General,both
1996,Eleventh,Kerala,13,Kottayam,General,both
1996,Eleventh,Kerala,12,Muvattupuzha,General,both
1996,Eleventh,Kerala,11,Ernakulam,General,both
1996,Eleventh,Kerala,10,Mukundapuram,General,both
1996,Eleventh,Kerala,9,Trichur,General,both
1996,Eleventh,Kerala,8,Ottapalam,Scheduled Caste,both
1996,Eleventh,Kerala,7,Palghat,General,both
1996,Eleventh,Kerala,6,Ponnani,General,both
1996,Eleventh,Kerala,5,Manjeri,General,both
1996,Eleventh,Kerala,4,Calicut,General,both
1996,Eleventh,Kerala,3,Badagara,General,both
1996,Eleventh,Kerala,2,Cannanore,General,both
1996,Eleventh,Kerala,1,Kasargod,General,both
1996,Eleventh,Karnataka,28,Bijapur,General,both
1996,Eleventh,Karnataka,27,Bagalkot,General,both
1996,Eleventh,Karnataka,26,Chikkodi,Scheduled Caste,both
1996,Eleventh,Karnataka,25,Belgaum,General,both
1996,Eleventh,Karnataka,24,Dharwad North,General,both
1996,Eleventh,Karnataka,23,Dharwad South,General,both
1996,Eleventh,Karnataka,22,Kanara,General,both
1996,Eleventh,Karnataka,21,Shimoga,General,both
1996,Eleventh,Karnataka,20,Chikmagalur,General,both
1996,Eleventh,Karnataka,19,Hassan,General,both
1996,Eleventh,Karnataka,18,Udupi,General,both
1996,Eleventh,Karnataka,17,Mangalore,General,both
1996,Eleventh,Karnataka,16,Mysore,General,both
1996,Eleventh,Karnataka,15,Chamarajanagar,Scheduled Caste,both
1996,Eleventh,Karnataka,14,Mandya,General,both
1996,Eleventh,Karnataka,13,Bangalore South,General,both
1996,Eleventh,Karnataka,12,Bangalore North,General,both
1996,Eleventh,Karnataka,11,Kanakapura,General,both
1996,Eleventh,Karnataka,10,Kolar,Scheduled Caste,both
1996,Eleventh,Karnataka,9,Chikballapur,General,both
1996,Eleventh,Karnataka,8,Tumkur,General,both
1996,Eleventh,Karnataka,7,Chitradurga,General,both
1996,Eleventh,Karnataka,6,Davanagere,General,both
1996,Eleventh,Karnataka,5,Bellary,General,both
1996,Eleventh,Karnataka,4,Koppal,General,both
1996,Eleventh,Karnataka,3,Raichur,General,both
1996,Eleventh,Karnataka,2,Gulbarga,General,both
1996,Eleventh,Karnataka,1,Bidar,Scheduled Caste,both
1996,Eleventh,Jammu and Kashmir,6,Jammu,General,both
1996,Eleventh,Jammu and Kashmir,5,Udhampur,General,both
1996,Eleventh,Jammu and Kashmir,4,Ladakh,General,both
1996,Eleventh,Jammu and Kashmir,3,Anantnag,General,both
1996,Eleventh,Jammu and Kashmir,2,Srinagar,General,both
1996,Eleventh,Jammu and Kashmir,1,Baramulla,General,both
1996,Eleventh,Himachal Pradesh,4,Hamirpur,General,both
1996,Eleventh,Himachal Pradesh,3,Kangra,General,both
1996,Eleventh,Himachal Pradesh,2,Mandi,General,both
1996,Eleventh,Himachal Pradesh,1,Shimla,Scheduled Caste,both
1996,Eleventh,Haryana,10,Sirsa,Scheduled Caste,both
1996,Eleventh,Haryana,9,Hissar,General,both
1996,Eleventh,Haryana,8,Bhiwani,General,both
1996,Eleventh,Haryana,7,Mahendragarh,General,both
1996,Eleventh,Haryana,6,Faridabad,General,both
1996,Eleventh,Haryana,5,Rohtak,General,both
1996,Eleventh,Haryana,4,Sonepat,General,both
1996,Eleventh,Haryana,3,Karnal,General,both
1996,Eleventh,Haryana,2,Kurukshetra,General,both
1996,Eleventh,Haryana,1,Ambala,Scheduled Caste,both
1996,Eleventh,Gujarat,26,Bulsar,Scheduled Tribe,both
1996,Eleventh,Gujarat,25,Mandvi,Scheduled Tribe,both
1996,Eleventh,Gujarat,24,Surat,General,both
1996,Eleventh,Gujarat,23,Broach,General,both
1996,Eleventh,Gujarat,22,Baroda,General,both
1996,Eleventh,Gujarat,21,Chhota Udaipur,Scheduled Tribe,both
1996,Eleventh,Gujarat,20,Anand,General,both
1996,Eleventh,Gujarat,19,Kaira,General,both
1996,Eleventh,Gujarat,18,Godhra,General,both
1996,Eleventh,Gujarat,17,Dahod,Scheduled Tribe,both
1996,Eleventh,Gujarat,16,Kapadvanj,General,both
1996,Eleventh,Gujarat,15,Sabarkantha,General,both
1996,Eleventh,Gujarat,14,Banaskantha,General,both
1996,Eleventh,Gujarat,13,Patan,Scheduled Caste,both
1996,Eleventh,Gujarat,12,Mahesana,General,both
1996,Eleventh,Gujarat,11,Gandhinagar,General,both
1996,Eleventh,Gujarat,10,Ahmedabad,General,both
1996,Eleventh,Gujarat,9,Dhandhuka,Scheduled Caste,both
1996,Eleventh,Gujarat,8,Bhavnagar,General,both
1996,Eleventh,Gujarat,7,Amreli,General,both
1996,Eleventh,Gujarat,6,Junagadh,General,both
1996,Eleventh,Gujarat,5,Porbandar,General,both
1996,Eleventh,Gujarat,4,Rajkot,General,both
1996,Eleventh,Gujarat,3,Jamnagar,General,both
1996,Eleventh,Gujarat,2,Surendranagar,General,both
1996,Eleventh,Gujarat,1,Kutch,General,both
1996,Eleventh,Goa,2,Marmagao,General,both
1996,Eleventh,Goa,1,Panaji,General,both
1996,Eleventh,Delhi,7,Karol Bagh,Scheduled Caste,both
1996,Eleventh,Delhi,6,Delhi Sadar,General,both
1996,Eleventh,Delhi,5,Chandni Chowk,General,both
1996,Eleventh,Delhi,4,East Delhi,General,both
1996,Eleventh,Delhi,3,Outer Delhi,General,both
1996,Eleventh,Delhi,2,South Delhi,General,both
1996,Eleventh,Delhi,1,New Delhi,General,both
1996,Eleventh,Daman and Diu,1,Daman And Diu,General,both
1996,Eleventh,Dadra and Nagar Haveli,1,Dadra And Nagar Haveli,Scheduled Tribe,both
1996,Eleventh,Chandigarh,1,Chandigarh,General,both
1996,Eleventh,Bihar,54,Palamau,Scheduled Caste,both
1996,Eleventh,Bihar,53,Lohardaga,Scheduled Tribe,both
1996,Eleventh,Bihar,52,Khunti,Scheduled Tribe,both
1996,Eleventh,Bihar,51,Singhbhum,Scheduled Tribe,both
1996,Eleventh,Bihar,50,Jamshedpur,General,both
1996,Eleventh,Bihar,49,Ranchi,General,both
1996,Eleventh,Bihar,48,Hazaribagh,General,both
1996,Eleventh,Bihar,47,Dhanbad,General,both
1996,Eleventh,Bihar,46,Giridih,General,both
1996,Eleventh,Bihar,45,Kodarma,General,both
1996,Eleventh,Bihar,44,Chatra,General,both
1996,Eleventh,Bihar,43,Gaya,Scheduled Caste,both
1996,Eleventh,Bihar,42,Nawada,Scheduled Caste,both
1996,Eleventh,Bihar,41,Jahanabad,General,both
1996,Eleventh,Bihar,40,Aurangabad,General,both
1996,Eleventh,Bihar,39,Bikramganj,General,both
1996,Eleventh,Bihar,38,Sasaram,Scheduled Caste,both
1996,Eleventh,Bihar,37,Buxar,General,both
1996,Eleventh,Bihar,36,Arrah,General,both
1996,Eleventh,Bihar,35,Patna,General,both
1996,Eleventh,Bihar,34,Nalanda,General,both
1996,Eleventh,Bihar,33,Begusarai,General,both
1996,Eleventh,Bihar,32,Munger,General,both
1996,Eleventh,Bihar,31,Khagaria,General,both
1996,Eleventh,Bihar,30,Bhagalpur,General,both
1996,Eleventh,Bihar,29,Banka,General,both
1996,Eleventh,Bihar,28,Godda,General,both
1996,Eleventh,Bihar,27,Dumka,Scheduled Tribe,both
1996,Eleventh,Bihar,26,Rajmahal,Scheduled Tribe,both
1996,Eleventh,Bihar,25,Katihar,General,both
1996,Eleventh,Bihar,24,Purnea,General,both
1996,Eleventh,Bihar,23,Kishanganj,General,both
1996,Eleventh,Bihar,22,Araria,Scheduled Caste,both
1996,Eleventh,Bihar,21,Madhepura,General,both
1996,Eleventh,Bihar,20,Saharsa,General,both
1996,Eleventh,Bihar,19,Balia,General,both
1996,Eleventh,Bihar,18,Barh,General,both
1996,Eleventh,Bihar,17,Samastipur,General,both
1996,Eleventh,Bihar,16,Rosera,Scheduled Caste,both
1996,Eleventh,Bihar,15,Darbhanga,General,both
1996,Eleventh,Bihar,14,Jhanjharpur,General,both
1996,Eleventh,Bihar,13,Madhubani,General,both
1996,Eleventh,Bihar,12,Sheohar,General,both
1996,Eleventh,Bihar,11,Sitamarhi,General,both
1996,Eleventh,Bihar,10,Muzaffarpur,General,both
1996,Eleventh,Bihar,9,Vaishali,General,both
1996,Eleventh,Bihar,8,Hajipur,Scheduled Caste,both
1996,Eleventh,Bihar,7,Chapra,General,both
1996,Eleventh,Bihar,6,Maharajganj,General,both
1996,Eleventh,Bihar,5,Siwan,General,both
1996,Eleventh,Bihar,4,Gopalganj,General,both
1996,Eleventh,Bihar,3,Motihari,General,both
1996,Eleventh,Bihar,2,Bettiah,General,both
1996,Eleventh,Bihar,1,Bagaha,Scheduled Caste,both
1996,Eleventh,Assam,14,Lakhimpur,General,both
1996,Eleventh,Assam,13,Dibrugarh,General,both
1996,Eleventh,Assam,12,Jorhat,General,both
1996,Eleventh,Assam,11,Kaliabor,General,both
1996,Eleventh,Assam,10,Nowgong,General,both
1996,Eleventh,Assam,9,Tezpur,General,both
1996,Eleventh,Assam,8,Mangaldai,General,both
1996,Eleventh,Assam,7,Gauhati,General,both
1996,Eleventh,Assam,6,Barpeta,General,both
1996,Eleventh,Assam,5,Kokrajhar,Scheduled Tribe,both
1996,Eleventh,Assam,4,Dhubri,General,both
1996,Eleventh,Assam,3,Autonomous District,Scheduled Tribe,both
1996,Eleventh,Assam,2,Silchar,General,both
1996,Eleventh,Assam,1,Kaimganj,Scheduled Caste,both
1996,Eleventh,Arunachal Pradesh,2,Arunachal East,General,both
1996,Eleventh,Arunachal Pradesh,1,Arunachal West,General,both
1996,Eleventh,Andhra Pradesh,42,Miryalguda,General,both
1996,Eleventh,Andhra Pradesh,41,Nalgonda,General,both
1996,Eleventh,Andhra Pradesh,40,Khammam,General,both
1996,Eleventh,Andhra Pradesh,39,Warangal,General,both
1996,Eleventh,Andhra Pradesh,38,Hanamkonda,General,both
1996,Eleventh,Andhra Pradesh,37,Karimnagar,General,both
1996,Eleventh,Andhra Pradesh,36,Peddapalli,Scheduled Caste,both
1996,Eleventh,Andhra Pradesh,35,Adilabad,General,both
1996,Eleventh,Andhra Pradesh,34,Nizamabad,General,both
1996,Eleventh,Andhra Pradesh,33,Medak,General,both
1996,Eleventh,Andhra Pradesh,32,Siddipet,Scheduled Caste,both
1996,Eleventh,Andhra Pradesh,31,Secundrabad,General,both
1996,Eleventh,Andhra Pradesh,30,Hyderabad,General,both
1996,Eleventh,Andhra Pradesh,29,Mahabubnagar,General,both
1996,Eleventh,Andhra Pradesh,28,Nagarkurnool,Scheduled Caste,both
1996,Eleventh,Andhra Pradesh,27,Nandyal,General,both
1996,Eleventh,Andhra Pradesh,26,Kurnool,General,both
1996,Eleventh,Andhra Pradesh,25,Anantapur,General,both
1996,Eleventh,Andhra Pradesh,24,Hindupur,General,both
1996,Eleventh,Andhra Pradesh,23,Cuddapah,General,both
1996,Eleventh,Andhra Pradesh,22,Rajampet,General,both
1996,Eleventh,Andhra Pradesh,21,Chittoor,General,both
1996,Eleventh,Andhra Pradesh,20,Tirupathi,Scheduled Caste,both
1996,Eleventh,Andhra Pradesh,19,Nellore,Scheduled Caste,both
1996,Eleventh,Andhra Pradesh,18,Ongole,General,both
1996,Eleventh,Andhra Pradesh,17,Narasaraopet,General,both
1996,Eleventh,Andhra Pradesh,16,Bapatla,General,both
1996,Eleventh,Andhra Pradesh,15,Guntur,General,both
1996,Eleventh,Andhra Pradesh,14,Tenali,General,both
1996,Eleventh,Andhra Pradesh,13,Vijayawada,General,both
1996,Eleventh,Andhra Pradesh,12,Machilipatnam,General,both
1996,Eleventh,Andhra Pradesh,11,Eluru,General,both
1996,Eleventh,Andhra Pradesh,10,Narasapur,General,both
1996,Eleventh,Andhra Pradesh,9,Amalapuram,Scheduled Caste,both
1996,Eleventh,Andhra Pradesh,8,Rajahmundry,General,both
1996,Eleventh,Andhra Pradesh,7,Kakinada,General,both
1996,Eleventh,Andhra Pradesh,6,Anakapalli,General,both
1996,Eleventh,Andhra Pradesh,5,Bhadrachalam,Scheduled Tribe,both
1996,Eleventh,Andhra Pradesh,4,Visakhapatnam,General,both
1996,Eleventh,Andhra Pradesh,3,Bobbili,General,both
1996,Eleventh,Andhra Pradesh,2,Parvathipuram,Scheduled Tribe,both
1996,Eleventh,Andhra Pradesh,1,Srikakulam,General,both
1996,Eleventh,Andaman and Nicobar Islands,1,Andaman And Nicobar Islands,General,both
1992,Tenth,Punjab,13,Ferozepur,General,both
1992,Tenth,Punjab,12,Faridkot,General,both
1992,Tenth,Punjab,11,Bhatinda,Scheduled Caste,both
1992,Tenth,Punjab,10,Sangrur,General,both
1992,Tenth,Punjab,9,Ludhiana,General,both
1992,Tenth,Punjab,8,Patiala,General,both
1992,Tenth,Punjab,7,Ropar,Scheduled Caste,both
1992,Tenth,Punjab,6,Hoshiarpur,General,both
1992,Tenth,Punjab,5,Phillaur,Scheduled Caste,both
1992,Tenth,Punjab,4,Jalandhar,General,both
1992,Tenth,Punjab,3,Tarn Taran,General,both
1992,Tenth,Punjab,2,Amritsar,General,both
1992,Tenth,Punjab,1,Gurdaspur,General,both
1991,Tenth,West Bengal,42,Birbhum,Scheduled Caste,both
1991,Tenth,West Bengal,41,Bholpur,General,both
1991,Tenth,West Bengal,40,Katwa,General,both
1991,Tenth,West Bengal,39,Burdwan,General,both
1991,Tenth,West Bengal,38,Asansol,General,both
1991,Tenth,West Bengal,37,Durgapur,Scheduled Caste,both
1991,Tenth,West Bengal,36,Vishnupur,Scheduled Caste,both
1991,Tenth,West Bengal,35,Bankura,General,both
1991,Tenth,West Bengal,34,Purulia,General,both
1991,Tenth,West Bengal,33,Jhargram,Scheduled Tribe,both
1991,Tenth,West Bengal,32,Midnapore,General,both
1991,Tenth,West Bengal,31,Contai,General,both
1991,Tenth,West Bengal,30,Tamluk,General,both
1991,Tenth,West Bengal,29,Panskura,General,both
1991,Tenth,West Bengal,28,Arambagh,General,both
1991,Tenth,West Bengal,27,Hooghly,General,both
1991,Tenth,West Bengal,26,Serampore,General,both
1991,Tenth,West Bengal,25,Uluberia,General,both
1991,Tenth,West Bengal,24,Howrah,General,both
1991,Tenth,West Bengal,23,Calcutta South,General,both
1991,Tenth,West Bengal,22,Calcutta North East,General,both
1991,Tenth,West Bengal,21,Calcutta North West,General,both
1991,Tenth,West Bengal,20,Dum Dum,General,both
1991,Tenth,West Bengal,19,Barrackpore,General,both
1991,Tenth,West Bengal,18,Jadavpur,General,both
1991,Tenth,West Bengal,17,Daimond Harbour,General,both
1991,Tenth,West Bengal,16,Mathurapur,Scheduled Caste,both
1991,Tenth,West Bengal,15,Jaynagar,Scheduled Caste,both
1991,Tenth,West Bengal,14,Basirhat,General,both
1991,Tenth,West Bengal,13,Barasat,General,both
1991,Tenth,West Bengal,12,Nabadwip,Scheduled Caste,both
1991,Tenth,West Bengal,11,Krishnanagar,General,right_only
1991,Tenth,West Bengal,10,Berhampur,General,both
1991,Tenth,West Bengal,9,Murshidabad,General,both
1991,Tenth,West Bengal,8,Jangipur,General,both
1991,Tenth,West Bengal,7,Malda,General,both
1991,Tenth,West Bengal,6,Balurghat,Scheduled Caste,both
1991,Tenth,West Bengal,5,Raiganj,General,both
1991,Tenth,West Bengal,4,Darjeeling,General,both
1991,Tenth,West Bengal,3,Jalpaiguri,General,both
1991,Tenth,West Bengal,2,Alipurduars,Scheduled Tribe,both
1991,Tenth,West Bengal,1,Cooch Behar,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,85,Hardwar,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,84,Saharanpur,General,both
1991,Tenth,Uttar Pradesh,83,Kairana,General,both
1991,Tenth,Uttar Pradesh,82,Muzaffarnagar,General,both
1991,Tenth,Uttar Pradesh,81,Baghpat,General,both
1991,Tenth,Uttar Pradesh,79,Hapur,General,both
1991,Tenth,Uttar Pradesh,78,Bulandsahar,General,both
1991,Tenth,Uttar Pradesh,77,Khurja,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,76,Aligarh,General,both
1991,Tenth,Uttar Pradesh,75,Hathras,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,74,Mathura,General,both
1991,Tenth,Uttar Pradesh,73,Agra,General,both
1991,Tenth,Uttar Pradesh,72,Firozabad,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,71,Etah,General,both
1991,Tenth,Uttar Pradesh,70,Jalesar,General,both
1991,Tenth,Uttar Pradesh,69,Mainpuri,General,both
1991,Tenth,Uttar Pradesh,68,Farrukhabad,General,both
1991,Tenth,Uttar Pradesh,67,Kannauj,General,both
1991,Tenth,Uttar Pradesh,66,Etawah,General,both
1991,Tenth,Uttar Pradesh,65,Kanpur,General,both
1991,Tenth,Uttar Pradesh,64,Bilhaur,General,both
1991,Tenth,Uttar Pradesh,63,Ghatampur,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,62,Jalaun,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,61,Jhansi,General,both
1991,Tenth,Uttar Pradesh,60,Hamirpur,General,both
1991,Tenth,Uttar Pradesh,59,Banda,General,both
1991,Tenth,Uttar Pradesh,58,Fatehpur,General,both
1991,Tenth,Uttar Pradesh,57,Chail,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,56,Allahabad,General,both
1991,Tenth,Uttar Pradesh,55,Phulpur,General,both
1991,Tenth,Uttar Pradesh,54,Mirzapur,General,both
1991,Tenth,Uttar Pradesh,53,Robertganj,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,52,Varanasi,General,both
1991,Tenth,Uttar Pradesh,51,Chandauli,General,both
1991,Tenth,Uttar Pradesh,50,Ghazipur,General,both
1991,Tenth,Uttar Pradesh,49,Saidpur,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,48,Jaunpur,General,both
1991,Tenth,Uttar Pradesh,47,Machhalishahr,General,both
1991,Tenth,Uttar Pradesh,46,Lalganj,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,45,Azamgarh,General,both
1991,Tenth,Uttar Pradesh,44,Ghosi,General,both
1991,Tenth,Uttar Pradesh,43,Balia,General,both
1991,Tenth,Uttar Pradesh,42,Salempur,General,both
1991,Tenth,Uttar Pradesh,41,Deoria,General,both
1991,Tenth,Uttar Pradesh,40,Padrauna,General,both
1991,Tenth,Uttar Pradesh,39,Maharajganj,General,both
1991,Tenth,Uttar Pradesh,38,Gorakhpur,General,both
1991,Tenth,Uttar Pradesh,37,Bansgaon,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,36,Khalilabad,General,both
1991,Tenth,Uttar Pradesh,35,Domariaganj,General,both
1991,Tenth,Uttar Pradesh,34,Basti,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,33,Gonda,General,both
1991,Tenth,Uttar Pradesh,32,Balrampur,General,both
1991,Tenth,Uttar Pradesh,31,Bahraich,General,both
1991,Tenth,Uttar Pradesh,30,Kaisarganj,General,both
1991,Tenth,Uttar Pradesh,29,Bara Banki,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,28,Faizabad,General,both
1991,Tenth,Uttar Pradesh,27,Akbarpur,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,26,Sultanpur,General,right_only
1991,Tenth,Uttar Pradesh,25,Amethi,General,both
1991,Tenth,Uttar Pradesh,24,Pratapgarh,General,both
1991,Tenth,Uttar Pradesh,23,Rae Bareli,General,both
1991,Tenth,Uttar Pradesh,22,Unnao,General,both
1991,Tenth,Uttar Pradesh,21,Mohanlalganj,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,20,Lucknow,General,both
1991,Tenth,Uttar Pradesh,19,Hardoi,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,18,Mishrikh,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,17,Sitapur,General,both
1991,Tenth,Uttar Pradesh,16,Shahabad,General,both
1991,Tenth,Uttar Pradesh,15,Kheri,General,both
1991,Tenth,Uttar Pradesh,14,Shahjahanpur,General,both
1991,Tenth,Uttar Pradesh,13,Pilibhit,General,both
1991,Tenth,Uttar Pradesh,12,Bareilly,General,both
1991,Tenth,Uttar Pradesh,11,Aonla,General,both
1991,Tenth,Uttar Pradesh,10,Budaun,General,both
1991,Tenth,Uttar Pradesh,9,Sambhal,General,both
1991,Tenth,Uttar Pradesh,8,Rampur,General,both
1991,Tenth,Uttar Pradesh,7,Moradabad,General,both
1991,Tenth,Uttar Pradesh,6,Amroha,General,both
1991,Tenth,Uttar Pradesh,5,Bijnor,Scheduled Caste,both
1991,Tenth,Uttar Pradesh,4,Nainital,General,both
1991,Tenth,Uttar Pradesh,3,Almora,General,both
1991,Tenth,Uttar Pradesh,2,Garhwal,General,both
1991,Tenth,Uttar Pradesh,1,Tehri Garhwal,General,both
1991,Tenth,Tripura,2,Tripura East,Scheduled Tribe,both
1991,Tenth,Tripura,1,Tripura West,General,both
1991,Tenth,Tamil Nadu,39,Nagercoil,General,both
1991,Tenth,Tamil Nadu,38,Tiruchendur,General,both
1991,Tenth,Tamil Nadu,37,Tenkasi,Scheduled Caste,both
1991,Tenth,Tamil Nadu,36,Tirunelveli,General,both
1991,Tenth,Tamil Nadu,35,Sivakasi,General,both
1991,Tenth,Tamil Nadu,34,Ramanathapuram,General,both
1991,Tenth,Tamil Nadu,33,Sivaganga,General,both
1991,Tenth,Tamil Nadu,32,Pudukkottai,General,both
1991,Tenth,Tamil Nadu,31,Thanjavur,General,both
1991,Tenth,Tamil Nadu,30,Nagapattinam,Scheduled Caste,both
1991,Tenth,Tamil Nadu,29,Mayiladuthurai,General,both
1991,Tenth,Tamil Nadu,28,Perambalur,Scheduled Caste,both
